title,mean,count
Death at a Funeral (2007),3.692613185067514,1259
Death at a Funeral (2010),2.9604519774011298,177
Death in Venice (Morte a Venezia) (1971),3.4746192893401013,197
Death of a President (2006),3.1209150326797386,153
Death on the Nile (1978),3.480769230769231,572
Death to Smoochy (2002),3.1935394809497515,1811
Deathtrap (1982),3.6497326203208558,561
Deceiver (1997),3.097457627118644,236
Deception (2008),3.0585106382978724,188
Deck the Halls (2006),2.1733870967741935,124
Deconstructing Harry (1997),3.440013750429701,2909
Dedication (2007),3.560810810810811,148
Deep Blue (2003),3.415929203539823,113
Deep Blue Sea (1999),2.6664592408214065,6428
Deep Cover (1992),3.4301075268817205,186
Deep Impact (1998),2.960890436746988,10624
Deep Red (Profondo rosso) (1975),3.756857855361596,401
Deep Rising (1998),2.7390208783297334,1389
Deepstar Six (1989),2.4795081967213113,366
Def-Con 4 (1985),2.3585858585858586,99
Defending Your Life (1991),3.593778801843318,2170
Defendor (2009),3.397887323943662,284
Defiance (2008),3.5895316804407713,726
"Definitely, Maybe (2008)",3.586780210867802,1233
Delicatessen (1991),3.982129335150689,6603
Delirious (1991),2.8521400778210118,257
Deliver Us from Eva (2003),2.7043478260869565,115
Deliver Us from Evil (2006),3.8057432432432434,296
Deliverance (1972),3.8402804333970684,7845
Delta Farce (2007),1.860655737704918,122
Delta of Venus (1995),2.7427536231884058,138
Demolition Man (1993),3.0463351727447217,16672
Demonlover (2002),2.8076923076923075,104
Denise Calls Up (1995),3.323051948051948,308
Dennis the Menace (1993),2.315363881401617,1113
Departures (Okuribito) (2008),3.977758007117438,562
Derailed (2005),3.1739130434782608,644
Dersu Uzala (1975),4.072198275862069,928
Desert Bloom (1986),3.493951612903226,248
Desert Blue (1999),3.010928961748634,183
Desert Hearts (1985),3.5473684210526315,95
Desk Set (1957),3.8934426229508197,488
Desperado (1995),3.4544745868412847,12828
Desperate Living (1977),3.8076923076923075,143
Desperate Measures (1998),2.8627684964200477,838
Desperately Seeking Susan (1985),2.9343241614782083,4979
Despicable Me (2010),3.7805511182108624,2504
Despicable Me 2 (2013),3.728129205921938,743
Destination Moon (1950),3.2666666666666666,195
Destiny Turns on the Radio (1995),2.680131004366812,458
Destry Rides Again (1939),3.752396166134185,313
Detachment (2011),3.621359223300971,103
Deterrence (1999),3.289473684210526,190
Detour (1945),3.7982005141388173,389
Detroit Rock City (1999),3.112211221122112,1818
Deuce Bigalow: European Gigolo (2005),2.117595818815331,574
Deuce Bigalow: Male Gigolo (1999),2.6229763387297633,3212
Deuces Wild (2002),2.4227642276422765,123
Devil (2010),2.9262734584450403,373
Devil in a Blue Dress (1995),3.447524283345179,4221
Devil's Playground (2002),3.7167919799498748,399
DiG! (2004),3.8657534246575342,365
Diabolique (1996),2.905852417302799,2358
Diabolique (Les diaboliques) (1955),4.015732546705998,1017
Dial M for Murder (1954),4.043288399468388,5267
Diamond Men (2001),3.515873015873016,126
Diamonds Are Forever (1971),3.5023655378486054,4016
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.5348101265822787,158
Diary of a Country Priest (Journal d'un curÃ© de campagne) (1951),3.757309941520468,171
Diary of a Wimpy Kid (2010),3.02027027027027,148
Diary of the Dead (2007),2.9964912280701754,285
Dick (1999),3.272934040940106,2638
Dick Tracy (1990),2.722212230215827,5560
Dickie Roberts: Former Child Star (2003),2.669491525423729,354
Did You Hear About the Morgans? (2009),2.7155963302752295,218
Die Another Day (2002),3.120142039850069,5069
Die Hard (1988),3.9301172540969347,28741
Die Hard 2 (1990),3.4168002672010687,14970
Die Hard: With a Vengeance (1995),3.476596236890808,25936
Different for Girls (1996),3.5245098039215685,102
Diggstown (1992),3.4018691588785046,107
Digimon: The Movie (2000),1.7355072463768115,414
Diner (1982),3.884264705882353,3400
Dingo (1991),3.203125,96
Dinner Rush (2000),3.6742738589211617,241
Dinner at Eight (1933),3.6703703703703705,135
Dinner for Schmucks (2010),2.920863309352518,556
Dinosaur (2000),3.075332699619772,2104
Dirty Dancing (1987),3.196755856120749,10203
Dirty Dancing: Havana Nights (2004),2.9416873449131513,403
Dirty Harry (1971),3.7782164005024224,5573
Dirty Pretty Things (2002),3.7857785778577857,2222
Dirty Rotten Scoundrels (1988),3.6678403755868545,3834
Dirty Work (1998),3.0507042253521126,1065
Disaster Movie (2008),1.2493438320209973,381
Disclosure (1994),3.2323339336794152,9439
Disconnect (2012),3.6931818181818183,132
Disorderlies (1987),2.0880952380952382,210
District 13 (Banlieue 13) (2004),3.6289340101522845,985
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),3.406779661016949,236
District 9 (2009),3.864561310782241,7568
Disturbia (2007),3.318459191456903,1311
Disturbing Behavior (1998),2.619891008174387,1101
Diva (1981),4.021046420141621,2542
Divergent (2014),3.3743676222596966,593
Divided We Fall (MusÃ­me si pomÃ¡hat) (2000),3.734597156398104,211
Divine Secrets of the Ya-Ya Sisterhood (2002),2.878716744913928,1278
"Divo, Il (2008)",3.4380952380952383,105
Divorce - Italian Style (Divorzio all'italiana) (1961),3.8017241379310347,174
"Divorce, Le (2003)",2.6108374384236455,406
Django (1966),3.4675675675675675,185
Django Unchained (2012),4.027156964656965,3848
Do the Right Thing (1989),3.8553520625889046,5624
Dobermann (1997),3.4306930693069306,202
Doc Hollywood (1991),2.9889001009081735,991
Doctor Dolittle (1967),3.0639593908629443,1970
Doctor Zhivago (1965),3.9372742824558067,5261
Dodgeball: A True Underdog Story (2004),3.3256123030187963,5267
Dodsworth (1936),3.9175531914893615,188
Dog Day Afternoon (1975),3.9821936256172377,6683
Dog Park (1998),2.496389891696751,277
Dog Soldiers (2002),3.341692789968652,957
Dogfight (1991),3.7215320910973086,483
Dogma (1999),3.61944520174482,14672
Dogtooth (Kynodontas) (2009),3.686141304347826,368
Dogtown and Z-Boyz (2001),3.746268656716418,938
Dogville (2003),3.844395280235988,2712
"Dolce Vita, La (1960)",3.954434499593165,1229
Dolls (2002),3.8173076923076925,364
Dolores Claiborne (1995),3.573898204481377,6739
Domestic Disturbance (2001),2.7505263157894735,475
Dominion: Prequel to the Exorcist (2005),2.2701612903225805,124
Domino (2005),3.0259381898454745,906
Don Jon (2013),3.2974683544303796,395
Don Juan DeMarco (1995),3.427833053366068,7739
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),3.0232151772341487,2003
Don't Come Knocking (2005),3.236111111111111,108
Don't Look Back (1967),3.8786610878661087,239
Don't Look Now (1973),3.725,780
Don't Say a Word (2001),3.0750160978750807,1553
Don't Tell Mom the Babysitter's Dead (1991),2.6572379367720464,1803
Donnie Brasco (1997),3.8033622778675285,9904
Donnie Darko (2001),4.004431863670155,17487
Donovan's Reef (1963),3.4404761904761907,252
Doom (2005),2.445012787723785,1173
Doomsday (2008),2.917315175097276,514
Dorian Gray (2009),3.1365546218487395,238
Dot the I (2003),3.3333333333333335,114
Double Dragon (1994),1.9765625,128
Double Happiness (1994),3.58203125,384
Double Impact (1991),2.3170940170940173,585
Double Indemnity (1944),4.2189964943032425,4564
Double Jeopardy (1999),3.1436380922199336,6311
Double Take (2001),2.6864406779661016,295
Double Team (1997),2.2477810650887573,676
Doubt (2008),3.735294117647059,1496
Doug's 1st Movie (1999),2.2576923076923077,260
"Doulos, Le (1962)",3.801980198019802,101
Down Periscope (1996),2.9383608815426996,4356
Down and Out in Beverly Hills (1986),3.031392694063927,876
Down by Law (1986),4.0194117647058825,2550
Down in the Delta (1998),3.48125,240
Down in the Valley (2005),3.1396396396396398,222
Down to Earth (2001),2.731951871657754,748
Down to You (2000),2.6150121065375305,826
Down with Love (2003),3.1911042944785275,1630
"Downfall (Untergang, Der) (2004)",4.020026007802341,3845
Dr. Dolittle (1998),2.6948936170212767,5875
Dr. Dolittle 2 (2001),2.4766209476309227,1604
Dr. Horrible's Sing-Along Blog (2008),4.050091074681238,2745
Dr. Jekyll and Mr. Hyde (1931),3.483539094650206,243
Dr. Jekyll and Mr. Hyde (1941),3.462025316455696,237
"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)",3.6095890410958904,146
Dr. No (1962),3.6952557449962935,6745
Dr. Seuss' The Lorax (2012),3.140096618357488,207
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.251848341232227,21100
Dr. T and the Women (2000),2.2733699921445405,1273
Dracula (1931),3.7417002012072436,1988
Dracula (1979),3.021857923497268,183
Dracula (Bram Stoker's Dracula) (1992),3.433329728560614,9247
Dracula 2000 (2000),2.5426391382405744,1114
Dracula Untold (2014),2.8852459016393444,122
Dracula: Dead and Loving It (1995),2.5690328883099967,3071
Drag Me to Hell (2009),3.211818181818182,1100
Dragnet (1987),2.9095303867403315,724
Dragon: The Bruce Lee Story (1993),3.4600225225225225,1776
Dragonball Evolution (2009),1.9849498327759196,299
Dragonfly (2002),2.949438202247191,712
Dragonheart (1996),3.175659903034656,11138
Dragonslayer (1981),3.3124312431243124,909
Dream With the Fishes (1997),3.3425,200
Dream a Little Dream (1989),2.652892561983471,242
Dream for an Insomniac (1996),3.2771535580524342,267
Dreamcatcher (2003),2.6335282651072123,1539
Dreamer: Inspired by a True Story (2005),3.5,202
Dreamgirls (2006),3.2715189873417723,790
Dreamscape (1984),3.3584603047313553,1247
Dredd (2012),3.491679273827534,661
Dressed to Kill (1980),3.4775280898876404,623
Drifting Clouds (Kauas pilvet karkaavat) (1996),3.836267605633803,284
Drillbit Taylor (2008),2.7755775577557755,303
Drinking Buddies (2013),3.2595419847328246,131
Drive (2011),3.8405848787446506,2804
Drive Angry (2011),2.59009009009009,222
Drive Me Crazy (1999),2.7386018237082066,987
Driven (2001),2.2652622527944968,1163
Driving Lessons (2006),3.386138613861386,101
Driving Miss Daisy (1989),3.7279489204844656,7596
Drop Dead Fred (1991),2.6073836817262306,2966
Drop Dead Gorgeous (1999),3.1725454545454546,2750
Drop Zone (1994),3.040023474178404,4260
Drowning Mona (2000),2.695134061569017,1007
Drowning by Numbers (1988),3.756289308176101,318
Drugstore Cowboy (1989),3.8618929359823397,3624
Drumline (2002),3.078542094455852,974
Drunken Angel (Yoidore tenshi) (1948),3.8506944444444446,144
Drunken Master (Jui kuen) (1978),3.8027475375842403,1929
Drunks (1995),3.1300578034682083,173
Duck Soup (1933),4.129099923722349,5244
"Dude, Where's My Car? (2000)",2.4977197346600333,4824
Dudley Do-Right (1999),2.0046136101499425,867
Due Date (2010),3.146505376344086,744
Duel (1971),3.7116564417177913,978
Duel in the Sun (1946),3.29004329004329,231
Duets (2000),2.835664335664336,715
Duma (2005),3.5129310344827585,116
Dumb & Dumber (Dumb and Dumber) (1994),2.9707271010387157,25416
Dumb and Dumber To (2014),2.704724409448819,127
Dumb and Dumberer: When Harry Met Lloyd (2003),1.7647710487444608,1354
Dumbo (1941),3.5083403336133445,8333
Dummy (2002),3.5704918032786885,305
Dumplings (Gaau ji) (2004),3.232142857142857,112
Dune (1984),3.31000119345984,8379
Dune (2000),3.5712468193384224,1572
Dungeons & Dragons (2000),2.0552131484334875,1947
Dunston Checks In (1996),2.33585313174946,926
Duplex (2003),2.7806122448979593,686
Duplicity (2009),3.110891089108911,505
Dutch (1991),2.7796610169491527,118
Dying Young (1991),2.7650200267022695,749
DÃ©jÃ  Vu (1997),3.46,100
DÃ©jÃ  Vu (Deja Vu) (2006),3.5775485918286396,2521
E.T. the Extra-Terrestrial (1982),3.749983645165511,30572
EDtv (1999),3.040264754550469,3626
Eagle Eye (2008),3.2666354264292408,1067
Eagle vs Shark (2007),3.487577639751553,322
Early Summer (BakushÃ») (1951),3.976923076923077,130
Earth (2007),3.877813504823151,311
Earth Girls Are Easy (1988),2.744075829383886,1477
Earth vs. the Flying Saucers (1956),3.157303370786517,356
Earthquake (1974),2.685212298682284,683
East is East (1999),3.534199134199134,1155
East of Eden (1955),3.9198180947821926,2089
East-West (Est-ouest) (1999),3.7103092783505156,485
Easter Parade (1948),3.6640625,192
Eastern Promises (2007),3.83237456056248,3129
Easy A (2010),3.6370207416719045,1591
Easy Money (1983),2.993734335839599,399
Easy Rider (1969),3.700627574034124,5099
Easy Virtue (2008),3.236111111111111,144
Eat Drink Man Woman (Yin shi nan nu) (1994),4.02489019033675,5464
Eat Pray Love (2010),2.8072916666666665,384
Eating Raoul (1982),3.40311004784689,418
Echelon Conspiracy (2009),2.8398058252427183,103
"Eclisse, L' (Eclipse) (1962)",3.9464285714285716,224
Ed (1996),2.47275641025641,624
Ed Wood (1994),3.6661495919606124,14827
Ed's Next Move (1996),3.484848484848485,132
Eddie (1996),2.8505253104106973,1047
Eddie Izzard: Dress to Kill (1999),4.036945812807882,203
Eddie Murphy Delirious (1983),3.8869565217391306,460
Eddie Murphy Raw (1987),3.655402189433603,2101
Eddie and the Cruisers (1983),3.1533203125,512
Eddie and the Cruisers II: Eddie Lives! (1989),2.2574626865671643,134
Eden Lake (2008),3.4801762114537445,227
Edge of Darkness (2010),3.2311827956989245,372
Edge of Seventeen (1998),3.604330708661417,254
Edge of Tomorrow (2014),3.836271186440678,1475
Edmond (2005),3.1447368421052633,152
Educating Rita (1983),3.66820987654321,648
Edward Scissorhands (1990),3.7347184656995327,20335
Eight Below (2006),3.407051282051282,468
Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),2.4580696202531644,632
Eight Days a Week (1997),2.918300653594771,153
Eight Legged Freaks (2002),2.536135693215339,1356
Eight Men Out (1988),3.758816837315131,1758
El Cid (1961),3.3958333333333335,144
El Dorado (1966),3.627956989247312,465
Election (1999),3.7957237909769557,12324
Elegy (2008),3.490566037735849,265
Elektra (2005),2.4820261437908497,1224
Elephant (2003),3.5444964871194378,1708
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'Ã©chafaud) (1958),3.9098039215686273,255
Elf (2003),3.400871959614502,4358
Elite Squad (Tropa de Elite) (2007),3.9597701149425286,870
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora Ã Outro) (2010),3.9358523725834798,569
Elizabeth (1998),3.8991950464396283,8075
Elizabeth: The Golden Age (2007),3.422813036020583,583
Elizabethtown (2005),3.086691658856607,1067
Ella Enchanted (2004),3.276677667766777,909
Elling (2001),3.845528455284553,738
Elmer Gantry (1960),3.874769797421731,543
"Elvira, Mistress of the Dark (1988)",2.6592592592592594,405
Elvis: That's the Way It Is (1970),3.3701923076923075,104
Elysium (2013),3.2797814207650275,915
Emma (1996),3.7938038871839836,6843
Emma (2009),3.9158163265306123,196
Empire (2002),2.853932584269663,178
Empire Records (1995),3.3622994652406417,2618
Empire of the Ants (1977),2.0588235294117645,136
Empire of the Sun (1987),3.81667698019802,3232
Employee of the Month (2004),2.9519774011299433,177
Employee of the Month (2006),2.838323353293413,501
Enchanted (2007),3.585587801278898,2033
Enchanted April (1992),3.8492957746478873,1775
Encino Man (1992),2.5602687946241076,2381
Encounters at the End of the World (2008),3.872311827956989,372
End of Days (1999),2.6106185349377244,4737
End of Watch (2012),3.7471544715447154,615
End of the Spear (2005),3.485148514851485,101
Ender's Game (2013),3.3978494623655915,651
Endless Love (1981),2.036764705882353,136
Endurance (1999),3.5970873786407767,103
Enduring Love (2004),3.1769230769230767,130
Enemies: A Love Story (1989),3.546875,128
Enemy (2013),3.3814102564102564,156
Enemy Mine (1985),3.4928503336510963,1049
Enemy at the Gates (2001),3.6978547615596464,6899
Enemy of the State (1998),3.555847772277228,12928
"Enfer, L' (1994)",3.3398692810457518,153
Enigma (2001),3.4218446601941745,1030
Enough (2002),2.6405023547880693,637
Enough Said (2013),3.43,200
Enron: The Smartest Guys in the Room (2005),3.9051796157059315,1197
Enter the Dragon (1973),3.769258589511754,2765
Enter the Void (2009),3.661242603550296,338
Entrapment (1999),3.1138405390230206,7124
Envy (2004),2.3388671875,512
Epic (2013),3.2896551724137932,145
Epic Movie (2007),1.4715447154471544,861
Equilibrium (2002),3.7596845812279898,6531
Equus (1977),3.434640522875817,153
Eragon (2006),2.6231375985977214,1141
Eraser (1996),3.062249488752556,12225
Eraserhead (1977),3.5926,2500
Erik the Viking (1989),3.2612359550561796,534
Erin Brockovich (2000),3.576779280810278,14711
Ernest Goes to Africa (1997),1.360091743119266,218
Ernest Goes to Camp (1987),2.136003956478734,1011
Ernest Goes to Jail (1990),2.138211382113821,492
Ernest Saves Christmas (1988),2.0460893854748603,716
Ernest Scared Stupid (1991),2.095137420718816,473
Ernest in the Army (1998),1.5258964143426295,251
Escaflowne: The Movie (Escaflowne) (2000),3.4437939110070257,427
Escape Plan (2013),3.147410358565737,251
Escape from Alcatraz (1979),3.777103390539975,2389
Escape from L.A. (1996),2.690146039238826,6779
Escape from New York (1981),3.3831725616291535,8397
Escape from the Planet of the Apes (1971),3.0171707624448647,3174
Escape to Witch Mountain (1975),3.1400947119179166,2534
Eternal Sunshine of the Spotless Mind (2004),4.0960900767136845,20205
Eternity and a Day (Mia aoniotita kai mia mera) (1998),3.217171717171717,99
Eulogy (2004),3.3824884792626726,217
EuroTrip (2004),3.2332968236582693,1826
Europa (Zentropa) (1991),3.792,375
Europa Europa (Hitlerjunge Salomon) (1990),3.9691011235955056,890
Europa Report (2013),3.317258883248731,197
European Vacation (aka National Lampoon's European Vacation) (1985),2.931959437356886,3057
Evan Almighty (2007),2.781024531024531,1386
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijÃ´ban: Jo) (2007),3.8091603053435112,262
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijÃ´ban: Ha) (2009),3.8365853658536584,205
Eve of Destruction (1991),2.1710526315789473,114
Eve's Bayou (1997),3.54017094017094,1170
Evelyn (2002),3.4571428571428573,210
Even Cowgirls Get the Blues (1993),2.408279220779221,1232
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),3.6416666666666666,120
Evening (2007),3.078358208955224,134
Event Horizon (1997),2.8751616031027796,6188
Ever After: A Cinderella Story (1998),3.6344942935852025,5082
Everest (1998),3.9031518624641834,1745
Every Which Way But Loose (1978),2.7702936096718482,579
Everybody's All-American (1988),2.923076923076923,156
Everybody's Fine (2009),3.526,250
Everyone Says I Love You (1996),3.438283828382838,3030
Everything Is Illuminated (2005),3.783959537572254,1384
Everything Must Go (2010),3.340551181102362,254
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3.525347912524851,2012
Evil (Ondskan) (2003),3.757434944237918,538
Evil Dead (2013),3.1666666666666665,162
Evil Dead II (Dead by Dawn) (1987),3.780829518657234,7209
Evil Under the Sun (1982),3.5923076923076924,195
Evita (1996),3.1340394448502558,4107
Evolution (2001),2.835352175863616,4458
Exam (2009),3.5768292682926828,410
Excalibur (1981),3.619555861594078,5809
Excess Baggage (1997),2.5913520097442144,821
Executive Decision (1996),3.3182865039152465,8684
Exit Through the Gift Shop (2010),3.952145214521452,1515
Exit Wounds (2001),2.61703511053316,769
Exit to Eden (1994),2.649737876802097,3052
Exodus (1960),3.690934065934066,364
Exorcist II: The Heretic (1977),1.8996913580246915,972
Exorcist: The Beginning (2004),2.3570127504553735,549
Exotica (1994),3.5171349181846248,3239
Expelled: No Intelligence Allowed (2008),2.064516129032258,124
Explorers (1985),3.4565217391304346,437
Extract (2009),3.0733830845771144,402
Extreme Measures (1996),3.127906976744186,1505
Extreme Prejudice (1987),2.970149253731343,134
Extremely Loud and Incredibly Close (2011),3.43640350877193,228
Extremities (1986),3.1689750692520775,361
Eye for an Eye (1996),3.2268011527377523,1735
Eye of the Beholder (1999),2.33877901977644,1163
Eye of the Needle (1981),3.7085561497326203,374
Eyes Wide Shut (1999),3.227850994134227,13127
"Eyes Without a Face (Yeux sans visage, Les) (1959)",3.6674311926605503,436
Eyes of Laura Mars (1978),3.1675485008818343,567
F for Fake (VÃ©ritÃ©s et mensonges) (1973),3.740437158469945,183
F/X (1986),3.431600123800681,3231
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),2.692429022082019,951
FLCL (2000),3.976303317535545,633
Face/Off (1997),3.321039254447896,17705
Faces (1968),3.7443181818181817,352
Faces of Death (1978),1.9084249084249085,273
Faces of Death 2 (1981),1.553030303030303,198
Faces of Death 3 (1985),1.4707446808510638,188
Faces of Death 4 (1990),1.3835227272727273,176
Faces of Death 5 (1996),1.3398692810457515,153
Faces of Death 6 (1996),1.2767857142857142,168
Faces of Death: Fact or Fiction? (1999),1.365546218487395,119
Factory Girl (2006),3.218274111675127,197
Factotum (2005),3.332627118644068,236
Fahrenheit 451 (1966),3.611038536903984,1531
Fahrenheit 9/11 (2004),3.5793367346938774,7840
Fail-Safe (1964),3.9415584415584415,847
Failure to Launch (2006),2.8578174186778593,953
Fair Game (1995),2.3431294678316124,1259
Fair Game (2010),3.503831417624521,261
FairyTale: A True Story (1997),3.2830188679245285,583
Faithful (1996),3.0286195286195285,297
Faithless (TrolÃ¶sa) (2000),3.4097744360902253,133
Fall (1997),2.986111111111111,108
Fallen (1998),3.4867761692650334,3592
Fallen Angels (Duo luo tian shi) (1995),3.824884792626728,434
Falling Down (1993),3.5692550714998337,6014
Falling in Love (1984),2.996268656716418,134
Fame (1980),3.278059071729958,1185
Family Business (1989),2.821167883211679,274
Family Guy Presents Stewie Griffin: The Untold Story (2005),3.638111888111888,1430
Family Guy Presents: It's a Trap (2010),3.489864864864865,148
Family Plot (1976),3.1923714759535655,603
Fanboys (2008),3.265463917525773,388
Fandango (1985),3.4647766323024056,582
Fanny and Alexander (Fanny och Alexander) (1982),3.9547255234861347,1767
Fantasia (1940),3.756266666666667,11250
Fantasia 2000 (1999),3.536102062975027,3684
Fantastic Four (2005),2.8971583220568338,3695
Fantastic Four: Rise of the Silver Surfer (2007),2.841520165460186,1934
Fantastic Mr. Fox (2009),3.8611215656755737,2657
Fantastic Voyage (1966),3.4945125887669466,1549
Far From Home: The Adventures of Yellow Dog (1995),3.1470967741935483,775
Far and Away (1992),3.2491307371349096,2876
Far from Heaven (2002),3.7171344165435745,2031
"Faraway, So Close (In weiter Ferne, so nah!) (1993)",3.6024844720496896,322
Farewell My Concubine (Ba wang bie ji) (1993),3.8795652173913044,3450
Fargo (1996),4.115906660451342,36469
Farinelli: il castrato (1994),3.380566801619433,988
Farscape: The Peacekeeper Wars (2004),3.797260273972603,365
Fast Food Nation (2006),3.1203703703703702,432
Fast Times at Ridgemont High (1982),3.6826400217509514,7356
"Fast, Cheap & Out of Control (1997)",3.8737658674189,1418
Faster (2010),3.195767195767196,189
Faster Pussycat! Kill! Kill! (1965),3.4255050505050506,792
Fat Albert (2004),1.9508196721311475,244
Fat City (1972),3.6785714285714284,112
Fat Girl (Ã ma soeur!) (2001),3.214828897338403,263
Fat Man and Little Boy (1989),3.4017241379310343,290
Fatal Attraction (1987),3.4244127936031985,8004
Fatal Beauty (1987),2.2990654205607477,214
Fatal Instinct (1993),2.869302580999451,1821
Father Goose (1964),3.7405271828665567,607
Father of the Bride (1950),3.4684343434343434,3564
Father of the Bride (1991),3.2835438042620364,2534
Father of the Bride Part II (1995),3.014240874215299,8602
Fathers' Day (1997),2.466891891891892,740
Faust (1926),3.83587786259542,262
Faust (1994),3.6666666666666665,345
Fawlty Towers (1975-1979),4.126146788990826,218
Fear (1996),3.1747949935261115,2317
Fear and Loathing in Las Vegas (1998),3.7197160674008227,7537
Fear of a Black Hat (1994),3.476119402985075,670
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),1.8264604810996563,582
Fearless (1993),3.557191780821918,2920
Feast (2005),3.211618257261411,241
Feast of Love (2007),3.1350364963503647,137
Feds (1988),2.5223880597014925,201
Feeling Minnesota (1996),2.766698024459078,1063
Felicia's Journey (1999),3.480475382003396,589
Fellini's Roma (Roma) (1972),3.672169811320755,212
Felon (2008),3.7386569872958257,551
Female Perversions (1996),3.409252669039146,281
Female Trouble (1975),3.665236051502146,233
Femme Fatale (2002),3.1173800259403373,771
"Femme Nikita, La (Nikita) (1990)",3.8969084146908415,8604
Ferngully: The Last Rainforest (1992),3.0490943755958053,1049
Ferris Bueller's Day Off (1986),3.935848377076487,22213
Fever Pitch (1997),3.330188679245283,424
Fever Pitch (2005),3.2587912087912088,910
Fiddler on the Roof (1971),3.897590361445783,2822
Fido (2006),3.570675105485232,474
Field of Dreams (1989),3.665286735227471,11474
Fierce Creatures (1997),3.1948602794411176,2004
Fight Club (1999),4.224264599542996,34573
Filth (2013),3.393939393939394,132
Final Analysis (1992),2.708588957055215,163
Final Destination (2000),3.1105395758975436,4763
Final Destination 2 (2003),2.9010446894950666,1723
Final Destination 3 (2006),2.702923976608187,855
Final Destination 5 (2011),2.66120218579235,183
Final Fantasy VII: Advent Children (2004),3.457404458598726,1256
Final Fantasy: The Spirits Within (2001),3.1293378038558255,5965
Find Me Guilty (2006),3.311111111111111,270
Finding Forrester (2000),3.66502642609805,5487
Finding Nemo (2003),3.880148532895936,21948
Finding Neverland (2004),3.778102864182322,6494
Fire (1996),3.700854700854701,117
Fire Birds (1990),2.409090909090909,121
Fire Down Below (1997),2.3881019830028327,706
Fire and Ice (1983),3.1099290780141846,141
Fire in the Sky (1993),3.0639344262295083,305
Fired Up (2009),3.064245810055866,179
Firefox (1982),2.953795379537954,606
Firelight (1997),3.6181102362204722,127
Fireproof (2008),3.59375,96
Firestarter (1984),2.976911430734292,1321
Firestorm (1998),2.4578713968957873,451
Firewalker (1986),2.404918032786885,305
Firewall (2006),2.8998646820027063,739
Fireworks (Hana-bi) (1997),3.9658077304261643,1009
First Blood (Rambo: First Blood) (1982),3.5364633442370597,5197
First Daughter (2004),2.635048231511254,311
First Kid (1996),2.7853610286844708,1011
First Knight (1995),3.0600650904565905,10447
First Men in the Moon (1964),3.3151260504201683,119
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),3.2903846153846152,3120
Fish Tank (2009),3.653125,320
Fist of Legend (Jing wu ying xiong) (1994),3.8637137989778534,587
Fitzcarraldo (1982),3.9432367149758454,1242
Five Easy Pieces (1970),3.909375,2080
Flags of Our Fathers (2006),3.4845188284518827,1195
Flame and Citron (Flammen & Citronen) (2008),3.5583941605839415,137
Flash Gordon (1980),3.062041564792176,1636
Flash of Genius (2008),3.2977099236641223,131
Flashback (1990),2.9503311258278146,151
Flashdance (1983),2.9248901903367495,3415
Flatliners (1990),3.235896716250351,3563
Flawless (1999),3.20873786407767,618
Flawless (2007),3.4383561643835616,219
Fled (1996),2.831640625,1280
Flesh & Blood (1985),3.270642201834862,218
Flesh and Bone (1993),3.0496742671009773,614
Fletch (1985),3.4589908097797815,5767
Fletch Lives (1989),2.8679558011049724,1810
Flickering Lights (Blinkende lygter) (2000),3.8106617647058822,272
Flight (2012),3.6576292559899115,793
Flight of the Intruder (1991),2.952513966480447,179
Flight of the Navigator (1986),3.402757468142887,4787
Flight of the Phoenix (2004),2.948717948717949,663
Flightplan (2005),3.0677083333333335,1536
Flipped (2010),3.7019867549668874,151
Flipper (1996),2.541316978695933,1549
Flirt (1995),3.488372093023256,387
Flirting (1991),3.780701754385965,456
Flirting With Disaster (1996),3.7510348905972797,3382
Floating Weeds (Ukigusa) (1959),3.841549295774648,142
Flowers in the Attic (1987),2.485576923076923,416
Flubber (1997),2.5322804100858964,3609
Fluke (1995),3.0139664804469275,537
Flushed Away (2006),3.4371196754563895,986
Fly Away Home (1996),3.521998355263158,2432
Flyboys (2006),3.2913907284768213,302
Flying Tigers (1942),3.3535031847133756,314
Focus (2001),3.4098712446351933,233
Follow the Fleet (1936),3.711864406779661,118
Following (1998),3.8258823529411763,1275
"Food, Inc. (2008)",3.8322368421052633,760
Fool's Gold (2008),2.983031674208145,442
Fools Rush In (1997),3.0813415574402465,2594
Footloose (1984),3.0718381650207074,3139
For All Mankind (1989),3.972,250
For Keeps (1988),2.75,148
